시설명,대표자,연락처,주소,지도자,시설면적,운동종류,장애종류,강의명,시간,요일,강사명,기간,차량지원,장애 지원시설,수강료
수원클라이밍센터,양민규,031-8025-2016,경기도 수원시 팔달구 월드컵로357번길 23-18 {우만동)송희아트 B1(우만동),2명,330 ㎡,기타종목,지적/자폐,[12월] 스포츠클라이밍,13:00 ~ 16:50,"월,화,수,목,금","양민규,,박유영",2020.12.01 ~ 2020.12.10,미지원,,"80,000"
수카건강플러스센터,김은애,010-5064-3523,서울특별시 구로구 오류로 54 (오류동),1명,88.2 ㎡,요가,청각/언어,"[12월] 요가,소도구필라테스,SNPE",10:00 ~ 11:00,"월,화,목,금",김은애,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
순천한국유도관특수체육,박성수,02-721-9944,순천시 조례못등2길 11-6번지 1층,3명,163 ㎡,기타종목,지적/자폐,[12월] 순천한국유도관특수체육,15:00 ~ 17:00,"월,화,수,목,금",박성수,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
쉬즈벨리댄스,정혜숙,02-2066-0122,경기도 광명시 철산로 27 명동빌딩 4층 쉬즈벨리댄스(철산동),6명,176 ㎡,댄스,"지체, 청각/언어, 기타",[12월] K-Pop,10:00 ~ 21:00,"월,화,수,목,금,토",김민지,2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"120,000"
쉬즈벨리댄스,정혜숙,02-2066-0122,경기도 광명시 철산로 27 명동빌딩 4층 쉬즈벨리댄스(철산동),6명,176 ㎡,요가,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] KIDS폴댄스(1:1 개인레슨) ,09:00 ~ 21:00,"월,화,수,목,금,토",오은주,2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"120,000"
쉬즈벨리댄스,정혜숙,02-2066-0122,경기도 광명시 철산로 27 명동빌딩 4층 쉬즈벨리댄스(철산동),6명,176 ㎡,댄스,"지체, 청각/언어, 기타",[12월] 벨리댄스,09:00 ~ 21:00,"월,화,수,목,금,토",정혜숙,2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"120,000"
쉬즈벨리댄스,정혜숙,02-2066-0122,경기도 광명시 철산로 27 명동빌딩 4층 쉬즈벨리댄스(철산동),6명,176 ㎡,댄스,"지체, 시각, 청각/언어, 지적/자폐, 기타",[12월] 벨리댄스(1:1 개인레슨),00:00 ~ 00:00,"월,화,수,목,금,토",정혜숙,2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"120,000"
쉬즈벨리댄스,정혜숙,02-2066-0122,경기도 광명시 철산로 27 명동빌딩 4층 쉬즈벨리댄스(철산동),6명,176 ㎡,요가,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 성장기어린이플라잉요가(3회),12:30 ~ 13:30,토,문은주,2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"120,000"
쉬즈벨리댄스,정혜숙,02-2066-0122,경기도 광명시 철산로 27 명동빌딩 4층 쉬즈벨리댄스(철산동),6명,176 ㎡,필라테스,"지체, 시각, 청각/언어, 기타",[12월] 장애우 필라테스(1:1 개인레슨),09:00 ~ 22:00,"월,화,수,목,금,토",문은주,2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"120,000"
쉬즈벨리댄스,정혜숙,02-2066-0122,경기도 광명시 철산로 27 명동빌딩 4층 쉬즈벨리댄스(철산동),6명,176 ㎡,댄스,"시각, 청각/언어, 기타",[12월] 폴댄스,10:00 ~ 22:00,"월,화,수,목,금,토,일",오은주,2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"120,000"
쉬즈벨리댄스,정혜숙,02-2066-0122,경기도 광명시 철산로 27 명동빌딩 4층 쉬즈벨리댄스(철산동),6명,176 ㎡,댄스,"시각, 기타",[12월] 플라멩코(1:1 개인레슨),09:00 ~ 22:00,"금,토",정혜숙,2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"120,000"
쉬즈벨리댄스,정혜숙,02-2066-0122,경기도 광명시 철산로 27 명동빌딩 4층 쉬즈벨리댄스(철산동),6명,176 ㎡,요가,"지체, 청각/언어, 기타",[12월] 플라잉요가,10:00 ~ 21:00,"월,화,수,목,금,토","정혜숙,,문은주",2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"120,000"
쉬즈벨리댄스,정혜숙,02-2066-0122,경기도 광명시 철산로 27 명동빌딩 4층 쉬즈벨리댄스(철산동),6명,176 ㎡,요가,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 해먹을 이용한 힐링요가(1:1 개인레슨),00:00 ~ 00:00,"목,금,토",문은주,2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"120,000"
스마트댄스컴퍼니,홍승기,070-4548-1616,제주시 원노형로 93(노형동) 부영1차 지하 101호,명, ㎡,기타종목,지적/자폐,[12월] 어울림 댄스교실,15:30 ~ 16:20,화,양미정,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
스마트짐,윤병돈,02-3151-0377,서울특별시 마포구 월드컵북로 218 지층 헬스장(성산동),2명,330 ㎡,기타종목,"청각/언어, 기타",[12월] 헬스,06:30 ~ 23:30,"월,화,수,목,금",윤병돈,2020.12.01 ~ 2020.12.31,미지원,주출입구 단차없음,"60,000"
스카이영종GYM,이광섭,032-752-0505,인천광역시 중구 신도시남로141번길 5-8 301호 스카이영종gym(운서동),1명,269 ㎡,합기도,"청각/언어, 기타",[12월] 호신술 강좌,15:00 ~ 22:00,"월,화,수,목,금",이광섭,2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"160,000"
스카이탁구클럽,이성훈,043-286-7330,충청북도 청주시 상당구 산성로98번길 32 5층 스카이탁구클럽(금천동),2명,396 ㎡,탁구,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 탁구교실,09:30 ~ 23:00,"월,화,수,목,금,토,일","이성훈,,유경찬",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
스타체육관,최권우,051-531-8747,부산광역시 해운대구 반여로 131 상가동 412호 스타체육관(반여동),3명,360 ㎡,태권도,"지체, 청각/언어, 지적/자폐, 기타",[12월] 태권도,14:00 ~ 21:00,"월,수,금","최권우,,최권우,,방경민",2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,시각장애인 편의서비스,청각장애인 편의서비스","250,000"
스타칼리,임성헌,02-379-6399,서울특별시 서대문구 통일로 472 1~5층(홍제동),3명,162 ㎡,헬스,기타,[12월] g.x,09:00 ~ 20:00,"월,화,수,목,금",배하은,2020.12.01 ~ 2020.12.10,미지원,,"170,000"
스타칼리,임성헌,02-379-6399,서울특별시 서대문구 통일로 472 1~5층(홍제동),3명,162 ㎡,축구,뇌병변,[12월] 헬스,06:00 ~ 23:55,"월,화,수,목,금,토,일",김규성,2020.12.01 ~ 2020.12.10,미지원,,"170,000"
스타칼리 휘트니스,임성헌,02-396-8899,서울특별시 서대문구 통일로 413 7층 스타칼리휘트니스(홍제동),6명,510 ㎡,헬스,기타,[12월] G.X,08:00 ~ 21:00,"월,화,수,목,금",김황기,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","90,000"
스타칼리 휘트니스,임성헌,02-396-8899,서울특별시 서대문구 통일로 413 7층 스타칼리휘트니스(홍제동),6명,510 ㎡,헬스,기타,[12월] 헬스,06:00 ~ 23:55,"월,화,수,목,금,토,일",김황기,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","90,000"
스포팅,주하나,061-274-2014,전라남도 목포시 옥암로 95 포르모3층 스포팅스포츠(상동),10명,826 ㎡,농구,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 농구,10:00 ~ 17:00,토,서수림,2020.12.01 ~ 2020.12.10,지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
스포팅,주하나,061-274-2014,전라남도 목포시 옥암로 95 포르모3층 스포팅스포츠(상동),10명,826 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 뉴스포츠,10:00 ~ 17:00,금,"박정훈,,이유라,,서수림",2020.12.01 ~ 2020.12.10,지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
스포팅,주하나,061-274-2014,전라남도 목포시 옥암로 95 포르모3층 스포팅스포츠(상동),10명,826 ㎡,헬스,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 보디빌딩,10:00 ~ 17:00,화,김민수,2020.12.01 ~ 2020.12.10,지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
스포팅,주하나,061-274-2014,전라남도 목포시 옥암로 95 포르모3층 스포팅스포츠(상동),10명,826 ㎡,배구,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 좌식배구,10:00 ~ 17:00,월,이유라,2020.12.01 ~ 2020.12.10,지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
스포팅,주하나,061-274-2014,전라남도 목포시 옥암로 95 포르모3층 스포팅스포츠(상동),10명,826 ㎡,축구,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 축구,10:00 ~ 17:00,토,"노현수,,홍태곤,,하대성",2020.12.01 ~ 2020.12.10,지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
스포팅,주하나,061-274-2014,전라남도 목포시 옥암로 95 포르모3층 스포팅스포츠(상동),10명,826 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 태권도,10:00 ~ 17:00,수,박정훈,2020.12.01 ~ 2020.12.10,지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
슬림휘트니스,이민기,054-933-3012,경상북도 성주군 성주읍 성주순환로 130 1층 슬림휘트니스,1명,150 ㎡,헬스,기타,[12월] 헬스,09:00 ~ 23:00,"월,화,수,목,금,토","이민기,,김도영,,고종인",2020.12.01 ~ 2020.12.10,미지원,주출입구 단차없음,"80,000"
승리마루백양태권도장,박태형,051-331-0030,"부산광역시 북구 덕천로276번길 60 316호(만덕동, 백양산동문굿모닝힐)",1명,158 ㎡,태권도,"지체, 청각/언어",[12월] 태권도,13:50 ~ 17:50,"월,화,수,목,금",박태형,2020.12.01 ~ 2020.12.10,지원,장애인전용 주차구역,"130,000"
승리태권도,최문석,042-623-3396,대전광역시 대덕구 동춘당로94번길 11-21 3층 승리태권도(송촌동),2명,134 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 승리태권도,14:00 ~ 20:00,"월,화,수,목,금",최문석,2020.12.01 ~ 2020.12.10,지원,장애인전용 주차구역,"80,000"
승무태권도장,강승철,064-794-7449,제주특별자치도 서귀포시 대정읍 상모로 268 3125-10,1명,50 ㎡,태권도,"지체, 청각/언어, 지적/자폐, 기타",[12월] 승무태권도,03:30 ~ 19:30,"월,화,목,금",강승철,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
시립)서울곰두리체육센터,한세희,02-404-6240,서울시 송파구 동남로 271 서울곰두리체육센터 3층 사무실(오금동),27명,974 ㎡,수영,"지체, 청각/언어, 지적/자폐, 뇌병변",[12월] 수중재활C,18:30 ~ 19:20,"월,수,금",백진영,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,시각장애인 편의서비스","36,000"
시립)서울곰두리체육센터,한세희,02-404-6240,서울시 송파구 동남로 271 서울곰두리체육센터 3층 사무실(오금동),27명,974 ㎡,수영,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 수중재활E,19:30 ~ 20:35,"화,목",백진영,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,시각장애인 편의서비스","36,000"
시립)서울곰두리체육센터,한세희,02-404-6240,서울시 송파구 동남로 271 서울곰두리체육센터 3층 사무실(오금동),27명,974 ㎡,수영,"지체, 청각/언어, 지적/자폐, 뇌병변",[12월] 스페셜수영,18:30 ~ 19:20,"월,화,수,목,금",엄진용,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,시각장애인 편의서비스","36,000"
시립)서울곰두리체육센터,한세희,02-404-6240,서울시 송파구 동남로 271 서울곰두리체육센터 3층 사무실(오금동),27명,974 ㎡,골프,"지체, 청각/언어, 지적/자폐, 뇌병변",[12월] 오후레슨골프A5,19:00 ~ 22:50,"월,화,수,목,금",유명종,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,시각장애인 편의서비스","36,000"
시지검도교실(스포츠심리교실),노민지,053-264-2900,대구광역시 수성구 고산로 121-21 시지검도교실(매호동),1명,190 ㎡,검도,"청각/언어, 지적/자폐, 기타",[12월] 장애인 검도교실 강좌,15:00 ~ 16:00,"월,화,수,목,금","노균현,,조성호",2020.12.01 ~ 2020.12.10,지원,,"130,000"
신곡최강태권도,유정완,031-848-1145,경기도 의정부시 능곡로 66 으뜸신명 아파트 단지내 상가2층(신곡동),3명,166 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 신곡 최강 태권도,14:00 ~ 22:00,"월,화,수,목,금",유정완,2020.12.01 ~ 2020.12.10,지원,,"130,000"
신봉화태권도장,박종원,031-566-0733,경기도 구리시 장자대로86번길 14-11 3층(수택동),2명,240 ㎡,태권도,지체,[12월] 태권도수련,18:30 ~ 17:30,"화,수",박종원,2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"80,000"
심검도,김덕수,031-295-7601,경기도 수원시 권선구 매송고색로676번길 3 (고색동),1명,133 ㎡,검도,"지체, 청각/언어, 지적/자폐",[12월] 장애인검도교실,14:00 ~ 22:30,"월,화,수,목,금,토",김덕수,2020.12.01 ~ 2020.12.10,지원,주출입구 단차없음,"80,000"
심검도,김덕수,031-295-7601,경기도 수원시 권선구 매송고색로676번길 3 (고색동),1명,133 ㎡,복싱,"지체, 청각/언어, 지적/자폐",[12월] 장애인복싱교실,14:00 ~ 22:30,"월,화,수,목,금,토",김덕수,2020.12.01 ~ 2020.12.10,지원,주출입구 단차없음,"80,000"
심검도,김덕수,031-295-7601,경기도 수원시 권선구 매송고색로676번길 3 (고색동),1명,133 ㎡,기타종목,"지체, 청각/언어, 지적/자폐",[12월] 장애인줄넘기,14:00 ~ 22:30,"월,화,수,목,금,토",김덕수,2020.12.01 ~ 2020.12.10,지원,주출입구 단차없음,"80,000"
심검도,김덕수,031-295-7601,경기도 수원시 권선구 매송고색로676번길 3 (고색동),1명,133 ㎡,합기도,"지체, 청각/언어, 지적/자폐, 뇌병변",[12월] 장애인합기도교실,14:00 ~ 22:30,"월,화,수,목,금,토",김덕수,2020.12.01 ~ 2020.12.10,지원,주출입구 단차없음,"80,000"
심청볼링장,이춘례,061-362-5005,전라남도 곡성군 곡성읍 읍내2길 14 심청볼링장,1명,250 ㎡,볼링,"지체, 청각/언어, 지적/자폐, 기타",[12월] 즐거운 볼링교실,15:00 ~ 21:00,"월,화,수,목,금",이성민,2020.12.01 ~ 2020.12.10,미지원,주출입구 단차없음,"80,000"
씨엘요가 평생교육원,이현정,02-851-5922,경기도 의정부시 충의로 62 경은빌딩 5층(용현동),6명,236 ㎡,요가,"지체, 청각/언어, 지적/자폐",[12월] 요가 필라테스,17:00 ~ 17:50,"화,목","홍유진,,김연재",2020.12.01 ~ 2020.12.10,미지원,,"120,000"
아리랑 멋 제일태권도장,엄재일,051-545-2600,부산시 해운대구 윗반송로 77번지 3층,명, ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐",[12월] 장애인태권도,14:00 ~ 22:30,"월,화,수,목,금",엄재일,2020.12.01 ~ 2020.12.10,지원,,"120,000"
아리랑 멋 제일태권도장,엄재일,051-545-2600,부산시 해운대구 윗반송로 77번지 3층,명, ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐","[12월] 장애인태권도(월,수,금)",14:00 ~ 22:30,"월,화,수,목,금",엄재일,2020.12.01 ~ 2020.12.10,지원,,"120,000"
아리랑멋송천태권도장,하태환,051-404-5562,부산광역시 영도구 동삼동로 5 2층(동삼동),1명,138842975 ㎡,태권도,"지체, 지적/자폐",[12월] 태권도,11:00 ~ 12:00,목,하태환,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인전용 주차구역","80,000"
아산탁구장,정석연,02-532-3366,충청남도 아산시 배방읍 북수서로 48-8 삼성 디지털프라자 3층(아산탁구장),2명,340 ㎡,탁구,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 아산탁구장 장애인 탁구교실,10:30 ~ 22:30,"월,화,수,목,금",정석연,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","80,000"
아이같이 운동발달센터,김상현,041-534-2522,충남 아산시 번영로224번길 37 2층 아이같이운동발달센터(모종동),6명,208 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 뉴스포츠교실,17:00 ~ 17:50,금,김상현,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,주출입구 단차없음,휠체어 대여","80,000"
아이공간 용인점,민경필,02-679-0530,"경기도 용인시 기흥구 동백 죽전대로 444 C-401, C-406호",5명,288 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 특수체육,12:00 ~ 20:00,"월,화,수,목,금,토",박상우,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
아이공간군포산본점,윤태현,02-396-5009,"경기도 군포시 번영로 515(산본동, 유화프라자) 4층",3명,119 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 특수체육,13:00 ~ 20:00,"월,화,수,목,금,토",김상민,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
아이공간안양평촌점,윤태현,031-422-6958,경기도 안양시 동안구 엘에스로 14 아이공간,10명,394 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 특수체육,10:00 ~ 20:00,"월,화,수,목,금,토","박주한,,박민성",2020.12.01 ~ 2020.12.10,미지원,,"80,000"
아이드림운동발달연구소,권오선,063-465-1774,전라북도 군산시 대학로 342 동아26빌딩 지하1층(나운동),2명,165 ㎡,축구,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 축구,17:00 ~ 17:50,"수,금,토",최규전,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","80,000"
아이드림운동발달연구소,권오선,063-465-1774,전라북도 군산시 대학로 342 동아26빌딩 지하1층(나운동),2명,165 ㎡,탁구,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 탁구,16:00 ~ 16:50,"월,화,목",최규전,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","80,000"
아이드림운동발달연구소,권오선,063-465-1774,전라북도 군산시 대학로 342 동아26빌딩 지하1층(나운동),2명,165 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 특수체육,13:00 ~ 19:00,"월,화,수,목,금",최규전,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","80,000"
아이펄짐,류승현,031-577-7737,경기도 남양주시 와부읍 덕소로97번길 9 7층,3명,991 ㎡,헬스,기타,[12월] 웨이트 트레이닝,07:00 ~ 23:30,"월,화,수,목,금,토",류승현,2020.12.01 ~ 2020.12.10,미지원,"장애인전용 주차구역,주출입구 단차없음","80,000"
아쿠아대중탕헬스,박정숙,02-527-6999,부산광역시 동래구 충렬사로 62 아쿠아대중탕헬스,0명,383 ㎡,헬스,"지체, 청각/언어",[12월] 헬스,06:00 ~ 23:30,"월,화,수,목,금,토",김용대,2020.12.01 ~ 2020.12.10,미지원,,"60,000"
아쿠아대중탕헬스,박정숙,02-527-6999,부산광역시 동래구 충렬사로 62 아쿠아대중탕헬스,0명,383 ㎡,헬스,"지체, 청각/언어",[12월] 헬스+개인수업 30분1회,06:00 ~ 23:30,"월,화,수,목,금,토",김용대,2020.12.01 ~ 2020.12.10,미지원,,"60,000"
아쿠아마린어린이수영장,김은숙,041-425-2111,충청남도 아산시 배방읍 희망로46번길 45-31 B1층 아쿠아마린어린이수영장,3명,495 ㎡,수영,"청각/언어, 지적/자폐, 기타",[12월] 수영,13:00 ~ 22:00,"월,화,수,목,금,토",박상민,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","80,000"
아트댄스스포츠학원,서자평,051-621-2789,부산광역시 해운대구 해운대로 802 b동 5층 523호(좌동),1명,300 ㎡,댄스,지체,[12월] 장애인 댄스 토요일 오후2시,14:00 ~ 14:50,토,이보미,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","80,000"
아트댄스스포츠학원,서자평,051-621-2789,부산광역시 해운대구 해운대로 802 b동 5층 523호(좌동),1명,300 ㎡,댄스,"지체, 지적/자폐",[12월] 장애인댄스,10:00 ~ 11:00,토,서연정,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","80,000"
안산도시공사 감골시민홀,양근서,02-417-5013,경기도 안산시 상록구 석호로 226 감골시민홀,2명,221 ㎡,헬스,지적/자폐,[12월] 헬스,06:00 ~ 21:50,"월,화,수,목,금,토","이지수,,오경석",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인전용 주차구역","16,500"
안산도시공사 선부다목적체육관,양근서,02-417-5013,경기도 안산시 상록구 석호로 226 감골시민홀,2명,221 ㎡,헬스,지적/자폐,[12월] 헬스,06:00 ~ 21:50,"월,화,수,목,금,토","이지수,,오경석",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인전용 주차구역","16,500"
안산도시공사 올림픽수영장,양근서,02-417-5013,경기도 안산시 상록구 석호로 226 감골시민홀,2명,221 ㎡,헬스,지적/자폐,[12월] 헬스,06:00 ~ 21:50,"월,화,수,목,금,토","이지수,,오경석",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인전용 주차구역","16,500"
안성스카이fc실내축구장,오인환,031-653-0669,경기도 안성시 공도읍 공도로 166 1층 안성스카이fc 키즈아레나,3명,250 ㎡,축구,"청각/언어, 기타",[12월] 축구와레크레이션,10:00 ~ 10:45,"금,토,일","오인환,,최창현",2020.12.01 ~ 2020.12.10,미지원,주출입구 단차없음,"80,000"
안중탁구클럽,이학헌,02-683-0092,경기도 평택시 안중읍 안현로 363 4층,1명,265 ㎡,탁구,"지체, 청각/언어, 지적/자폐, 뇌병변",[12월] 탁구교실,10:00 ~ 23:00,"월,화,수,목,금",이학헌,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
알스퀘어컴퍼니㈜,김현철,053-627-0500,"대구광역시 남구 대명로 124 3,4층클락해치휘트니스센터",명, ㎡,헬스,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 헬스,06:05 ~ 22:00,"월,화,수,목,금",김세용,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
알앤비휘트니스,정명석,062-652-8455,광주광역시 서구 풍금로 165 4층 알앤비휘트니스(금호동),4명,600 ㎡,헬스,청각/언어,[12월] 헬스,06:00 ~ 23:00,"월,화,수,목,금,토",정명석,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
양주시승마장,이성호,031-8082-7282,양주시 은현면 그루고개로 221번길 264-21 양주시승마장,3명,11363 ㎡,승마,"청각/언어, 지적/자폐, 기타",[12월] 재활승마강습,09:00 ~ 17:00,"화,수,목,금,일","한선영,,김재희",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인전용 주차구역,주출입구 단차없음","80,000"
양주시장애인종합복지관,김정희,031-928-4090,경기도 양주시 고삼로43번길 29 양주시장애인종합복지관(삼숭동),1명,2842 ㎡,배드민턴,"지체, 지적/자폐, 기타",[12월] 배드민턴A,16:00 ~ 16:50,금,이경진,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","20,000"
양주시장애인종합복지관,김정희,031-928-4090,경기도 양주시 고삼로43번길 29 양주시장애인종합복지관(삼숭동),1명,2842 ㎡,배드민턴,"지체, 지적/자폐, 기타",[12월] 배드민턴B,15:30 ~ 16:50,수,이경진,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","20,000"
어울림탁구클럽,신정훈,032-866-1106,인천광역시 미추홀구 학익소로 19 지하1층(학익동),2명,390 ㎡,탁구,"지체, 청각/언어, 지적/자폐",[12월] 탁구기본 및 응용훈련,10:00 ~ 12:00,"월,수",신정훈,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역","80,000"
어울림태권도장,이응협,053-322-8128,대구광역시 북구 영송로 65 관음타운 상가 2층 어울림태권도장(태전동),1명,126 ㎡,태권도,"지체, 청각/언어, 지적/자폐",[12월] 태권도,10:00 ~ 22:00,"월,화,수,목,금",이응협,2020.12.01 ~ 2020.12.10,미지원,,"120,000"
어울림특수체육센터,김동수,051-751-2722,부산광역시 수영구 수영로 540번길 66 어울림특수체육센터,2명,270 ㎡,배드민턴,지적/자폐,[12월] 어울림배드민턴,18:00 ~ 19:00,"화,목",김동수,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
어울림특수체육센터,김동수,051-751-2722,부산광역시 수영구 수영로 540번길 66 어울림특수체육센터,2명,270 ㎡,롤러인라인,지적/자폐,[12월] 어울림인라인,18:00 ~ 20:00,수,김동수,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
어울림특수체육센터,김동수,051-751-2722,부산광역시 수영구 수영로 540번길 66 어울림특수체육센터,2명,270 ㎡,축구,지적/자폐,[12월] 어울림축구,14:00 ~ 16:00,토,김동수,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
어울림특수체육센터,김동수,051-751-2722,부산광역시 수영구 수영로 540번길 66 어울림특수체육센터,2명,270 ㎡,야구,지적/자폐,[12월] 어울림티볼,16:00 ~ 18:00,토,김동수,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
엄궁체육관,정도영,051-322-1504,부산광역시 사상구 낙동대로776번길 40 515-5    1층엄궁체육관(엄궁동),2명,99 ㎡,태권도,"지적/자폐, 기타",[12월] 태권도,19:30 ~ 20:30,"월,화,수,목,금",정도영,2020.12.01 ~ 2020.12.10,지원,,"80,000"
에블봄,이정은,02-7576-0828,서울 은평구 가좌로 306 5층 501호,1명,152 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","[12월] 체력단련, 특수체육, 체형교정",13:00 ~ 13:50,화,전인재,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","200,000"
